geoid,name,B19013001,"B19013001, Error"
14000US06037186404,"Census Tract 1864.04, Los Angeles, CA",62083,8886
14000US06037187101,"Census Tract 1871.01, Los Angeles, CA",76522,12208
14000US06037187102,"Census Tract 1871.02, Los Angeles, CA",56683,21396
14000US06037187200,"Census Tract 1872, Los Angeles, CA",76042,12012
14000US06037187300,"Census Tract 1873, Los Angeles, CA",112250,24372
14000US06037188100,"Census Tract 1881, Los Angeles, CA",62500,14197
14000US06037188201,"Census Tract 1882.01, Los Angeles, CA",81475,9468
14000US06037188202,"Census Tract 1882.02, Los Angeles, CA",113267,20706
14000US06037188300,"Census Tract 1883, Los Angeles, CA",114318,13415
14000US06037189101,"Census Tract 1891.01, Los Angeles, CA",81591,18513
14000US06037189102,"Census Tract 1891.02, Los Angeles, CA",85708,5973
14000US06037189201,"Census Tract 1892.01, Los Angeles, CA",41950,9480
14000US06037189202,"Census Tract 1892.02, Los Angeles, CA",118018,11432
14000US06037189300,"Census Tract 1893, Los Angeles, CA",174293,23196
14000US06037189400,"Census Tract 1894, Los Angeles, CA",156154,21744
14000US06037189500,"Census Tract 1895, Los Angeles, CA",54265,11084
14000US06037189600,"Census Tract 1896, Los Angeles, CA",74760,12140
14000US06037189701,"Census Tract 1897.01, Los Angeles, CA",100256,33107
14000US06037189702,"Census Tract 1897.02, Los Angeles, CA",96793,31262
14000US06037189800,"Census Tract 1898, Los Angeles, CA",69616,9040
14000US06037189902,"Census Tract 1899.02, Los Angeles, CA",63214,12087
14000US06037189903,"Census Tract 1899.03, Los Angeles, CA",64975,15012
14000US06037189904,"Census Tract 1899.04, Los Angeles, CA",49960,11772
14000US06037189905,"Census Tract 1899.05, Los Angeles, CA",72837,19383
14000US06037190100,"Census Tract 1901, Los Angeles, CA",53778,8904
14000US06037190201,"Census Tract 1902.01, Los Angeles, CA",30053,6943
14000US06037190202,"Census Tract 1902.02, Los Angeles, CA",32418,8915
14000US06037190301,"Census Tract 1903.01, Los Angeles, CA",44986,9160
14000US06037190401,"Census Tract 1904.01, Los Angeles, CA",48188,8456
14000US06037190402,"Census Tract 1904.02, Los Angeles, CA",40000,10731
14000US06037190510,"Census Tract 1905.10, Los Angeles, CA",41950,6819
14000US06037190520,"Census Tract 1905.20, Los Angeles, CA",41011,10252
14000US06037190700,"Census Tract 1907, Los Angeles, CA",43877,12191
14000US06037190801,"Census Tract 1908.01, Los Angeles, CA",25858,6021
14000US06037190802,"Census Tract 1908.02, Los Angeles, CA",50167,7973
14000US06037190901,"Census Tract 1909.01, Los Angeles, CA",38140,14325
14000US06037190902,"Census Tract 1909.02, Los Angeles, CA",46406,14935
14000US06037191000,"Census Tract 1910, Los Angeles, CA",64816,16179
14000US06037191110,"Census Tract 1911.10, Los Angeles, CA",37700,4860
14000US06037191120,"Census Tract 1911.20, Los Angeles, CA",40071,7748
14000US06037191201,"Census Tract 1912.01, Los Angeles, CA",45332,4441
14000US06037191203,"Census Tract 1912.03, Los Angeles, CA",26919,8433
14000US06037191204,"Census Tract 1912.04, Los Angeles, CA",41453,5973
14000US06037191301,"Census Tract 1913.01, Los Angeles, CA",36875,15222
14000US06037191302,"Census Tract 1913.02, Los Angeles, CA",45982,11734
14000US06037191410,"Census Tract 1914.10, Los Angeles, CA",42538,8845
14000US06037191420,"Census Tract 1914.20, Los Angeles, CA",61190,14231
14000US06037191500,"Census Tract 1915, Los Angeles, CA",49726,5733
14000US06037191610,"Census Tract 1916.10, Los Angeles, CA",48767,4554
14000US06037191620,"Census Tract 1916.20, Los Angeles, CA",27306,4002
14000US06037191710,"Census Tract 1917.10, Los Angeles, CA",30085,6165
14000US06037191720,"Census Tract 1917.20, Los Angeles, CA",32355,5361
14000US06037191810,"Census Tract 1918.10, Los Angeles, CA",49491,6707
14000US06037191820,"Census Tract 1918.20, Los Angeles, CA",56996,14768
14000US06037191901,"Census Tract 1919.01, Los Angeles, CA",57000,4131
14000US06037191902,"Census Tract 1919.02, Los Angeles, CA",94432,15845
14000US06037192001,"Census Tract 1920.01, Los Angeles, CA",74063,20265
14000US06037192002,"Census Tract 1920.02, Los Angeles, CA",111111,31332
14000US06037192300,"Census Tract 1923, Los Angeles, CA",88988,15803
14000US06037192410,"Census Tract 1924.10, Los Angeles, CA",73750,19854
14000US06037192420,"Census Tract 1924.20, Los Angeles, CA",56194,10170
14000US06037192510,"Census Tract 1925.10, Los Angeles, CA",49464,5464
14000US06037192520,"Census Tract 1925.20, Los Angeles, CA",45823,4060
14000US06037192610,"Census Tract 1926.10, Los Angeles, CA",35948,6179
14000US06037192620,"Census Tract 1926.20, Los Angeles, CA",40850,8380
14000US06037192700,"Census Tract 1927, Los Angeles, CA",52603,9270
14000US06037194101,"Census Tract 1941.01, Los Angeles, CA",86417,10951
14000US06037194102,"Census Tract 1941.02, Los Angeles, CA",122829,36536
14000US06037194200,"Census Tract 1942, Los Angeles, CA",168227,34477
14000US06037194300,"Census Tract 1943, Los Angeles, CA",177383,53164
14000US06037194401,"Census Tract 1944.01, Los Angeles, CA",86800,11684
14000US06037194402,"Census Tract 1944.02, Los Angeles, CA",100368,32758
14000US06037194500,"Census Tract 1945, Los Angeles, CA",113571,17836
14000US06037195100,"Census Tract 1951, Los Angeles, CA",127768,23360
14000US06037195201,"Census Tract 1952.01, Los Angeles, CA",85114,18359
14000US06037195202,"Census Tract 1952.02, Los Angeles, CA",117630,14456
14000US06037195300,"Census Tract 1953, Los Angeles, CA",75104,8721
14000US06037195400,"Census Tract 1954, Los Angeles, CA",98461,6126
14000US06037195500,"Census Tract 1955, Los Angeles, CA",99660,20575
14000US06037195600,"Census Tract 1956, Los Angeles, CA",72035,9432
14000US06037195710,"Census Tract 1957.10, Los Angeles, CA",45398,10182
14000US06037195720,"Census Tract 1957.20, Los Angeles, CA",41136,17705
14000US06037195802,"Census Tract 1958.02, Los Angeles, CA",53889,14798
14000US06037195803,"Census Tract 1958.03, Los Angeles, CA",83167,14860
14000US06037195804,"Census Tract 1958.04, Los Angeles, CA",71467,17412
14000US06037195901,"Census Tract 1959.01, Los Angeles, CA",64138,9564
14000US06037195902,"Census Tract 1959.02, Los Angeles, CA",68875,17358
14000US06037195903,"Census Tract 1959.03, Los Angeles, CA",52446,12157
14000US06037197200,"Census Tract 1972, Los Angeles, CA",59719,7980
14000US06037197300,"Census Tract 1973, Los Angeles, CA",83843,6605
14000US06037197410,"Census Tract 1974.10, Los Angeles, CA",100556,15680
14000US06037197420,"Census Tract 1974.20, Los Angeles, CA",65438,13627
14000US06037197500,"Census Tract 1975, Los Angeles, CA",75571,5813
14000US06037197600,"Census Tract 1976, Los Angeles, CA",74038,5537
14000US06037197700,"Census Tract 1977, Los Angeles, CA",54759,7229
14000US06037199000,"Census Tract 1990, Los Angeles, CA",57625,10547
14000US06037199110,"Census Tract 1991.10, Los Angeles, CA",59395,6423
14000US06037199120,"Census Tract 1991.20, Los Angeles, CA",38970,5050
14000US06037199201,"Census Tract 1992.01, Los Angeles, CA",34277,6773
14000US06037199202,"Census Tract 1992.02, Los Angeles, CA",67257,11168
14000US06037199300,"Census Tract 1993, Los Angeles, CA",81172,32235
14000US06037199400,"Census Tract 1994, Los Angeles, CA",44637,9303
14000US06037199700,"Census Tract 1997, Los Angeles, CA",42614,11537
14000US06037199800,"Census Tract 1998, Los Angeles, CA",37755,5885
14000US06037199900,"Census Tract 1999, Los Angeles, CA",39184,4436
14000US06037201110,"Census Tract 2011.10, Los Angeles, CA",67059,22808
14000US06037201120,"Census Tract 2011.20, Los Angeles, CA",68667,21280
14000US06037201200,"Census Tract 2012, Los Angeles, CA",46976,5058
14000US06037201301,"Census Tract 2013.01, Los Angeles, CA",59955,11994
14000US06037201302,"Census Tract 2013.02, Los Angeles, CA",91250,13224
14000US06037201401,"Census Tract 2014.01, Los Angeles, CA",51212,11864
14000US06037201402,"Census Tract 2014.02, Los Angeles, CA",55352,8194
14000US06037201501,"Census Tract 2015.01, Los Angeles, CA",60088,7253
14000US06037201503,"Census Tract 2015.03, Los Angeles, CA",51433,3986
14000US06037201504,"Census Tract 2015.04, Los Angeles, CA",53750,8117
14000US06037201601,"Census Tract 2016.01, Los Angeles, CA",55795,18235
14000US06037201602,"Census Tract 2016.02, Los Angeles, CA",55909,18684
14000US06037201700,"Census Tract 2017, Los Angeles, CA",64769,6961
14000US06037203100,"Census Tract 2031, Los Angeles, CA",33179,5066
14000US06037203200,"Census Tract 2032, Los Angeles, CA",56161,10010
14000US06037203300,"Census Tract 2033, Los Angeles, CA",39750,7749
14000US06037203500,"Census Tract 2035, Los Angeles, CA",41444,8399
14000US06037203600,"Census Tract 2036, Los Angeles, CA",49922,8541
14000US06037203710,"Census Tract 2037.10, Los Angeles, CA",46840,13766
14000US06037203720,"Census Tract 2037.20, Los Angeles, CA",37917,8574
14000US06037203800,"Census Tract 2038, Los Angeles, CA",45108,5575
14000US06037203900,"Census Tract 2039, Los Angeles, CA",57054,10783
14000US06037204110,"Census Tract 2041.10, Los Angeles, CA",57417,15873
14000US06037204120,"Census Tract 2041.20, Los Angeles, CA",52813,12622
14000US06037204200,"Census Tract 2042, Los Angeles, CA",32946,6685
14000US06037204300,"Census Tract 2043, Los Angeles, CA",41912,6527
14000US06037204410,"Census Tract 2044.10, Los Angeles, CA",47232,15700
14000US06037204420,"Census Tract 2044.20, Los Angeles, CA",29730,5283
14000US06037204600,"Census Tract 2046, Los Angeles, CA",31786,6429
14000US06037204700,"Census Tract 2047, Los Angeles, CA",54809,12331
14000US06037204810,"Census Tract 2048.10, Los Angeles, CA",46440,4755
14000US06037204820,"Census Tract 2048.20, Los Angeles, CA",40000,10525
14000US06037204910,"Census Tract 2049.10, Los Angeles, CA",38523,5052
14000US06037204920,"Census Tract 2049.20, Los Angeles, CA",39904,9932
14000US06037205110,"Census Tract 2051.10, Los Angeles, CA",47219,5496
14000US06037205120,"Census Tract 2051.20, Los Angeles, CA",26844,3897
14000US06037206010,"Census Tract 2060.10, Los Angeles, CA",42063,11565
14000US06037206020,"Census Tract 2060.20, Los Angeles, CA",100809,14974
14000US06037206031,"Census Tract 2060.31, Los Angeles, CA",99205,25091
14000US06037206032,"Census Tract 2060.32, Los Angeles, CA",30625,8177
14000US06037206050,"Census Tract 2060.50, Los Angeles, CA",23380,5151
14000US06037206200,"Census Tract 2062, Los Angeles, CA",23515,4086
14000US06037206300,"Census Tract 2063, Los Angeles, CA",9191,2804
14000US06037207101,"Census Tract 2071.01, Los Angeles, CA",39063,11011
14000US06037207102,"Census Tract 2071.02, Los Angeles, CA",30165,9620
14000US06037207103,"Census Tract 2071.03, Los Angeles, CA",29243,5632
14000US06037207301,"Census Tract 2073.01, Los Angeles, CA",51667,13753
14000US06037207302,"Census Tract 2073.02, Los Angeles, CA",39972,10564
14000US06037207400,"Census Tract 2074, Los Angeles, CA",87000,52676
14000US06037207501,"Census Tract 2075.01, Los Angeles, CA",60625,20544
14000US06037207502,"Census Tract 2075.02, Los Angeles, CA",18594,2695
14000US06037207710,"Census Tract 2077.10, Los Angeles, CA",100972,23539
14000US06037207900,"Census Tract 2079, Los Angeles, CA",92104,11420
14000US06037208000,"Census Tract 2080, Los Angeles, CA",37330,11349
14000US06037208301,"Census Tract 2083.01, Los Angeles, CA",50093,12179
14000US06037208302,"Census Tract 2083.02, Los Angeles, CA",38365,7745
14000US06037208401,"Census Tract 2084.01, Los Angeles, CA",31218,3743
14000US06037208402,"Census Tract 2084.02, Los Angeles, CA",45804,6372
14000US06037208501,"Census Tract 2085.01, Los Angeles, CA",56974,9595
14000US06037208502,"Census Tract 2085.02, Los Angeles, CA",41804,2876
14000US06037208610,"Census Tract 2086.10, Los Angeles, CA",52537,10057
14000US06037208620,"Census Tract 2086.20, Los Angeles, CA",48910,7938
14000US06037208710,"Census Tract 2087.10, Los Angeles, CA",69656,14244
14000US06037208720,"Census Tract 2087.20, Los Angeles, CA",32727,6941
14000US06037208801,"Census Tract 2088.01, Los Angeles, CA",33211,5433
14000US06037208802,"Census Tract 2088.02, Los Angeles, CA",34079,10678
14000US06037208902,"Census Tract 2089.02, Los Angeles, CA",34568,5465
14000US06037208903,"Census Tract 2089.03, Los Angeles, CA",31731,13589
14000US06037208904,"Census Tract 2089.04, Los Angeles, CA",27250,7459
14000US06037209102,"Census Tract 2091.02, Los Angeles, CA",29190,4168
14000US06037209103,"Census Tract 2091.03, Los Angeles, CA",29509,3451
14000US06037209104,"Census Tract 2091.04, Los Angeles, CA",30078,5671
14000US06037209200,"Census Tract 2092, Los Angeles, CA",54894,12170
14000US06037209300,"Census Tract 2093, Los Angeles, CA",30092,4547
14000US06037209401,"Census Tract 2094.01, Los Angeles, CA",30926,4075
14000US06037209402,"Census Tract 2094.02, Los Angeles, CA",32879,3996
14000US06037209403,"Census Tract 2094.03, Los Angeles, CA",27188,7065
14000US06037209510,"Census Tract 2095.10, Los Angeles, CA",30722,6266
14000US06037209520,"Census Tract 2095.20, Los Angeles, CA",33168,4540
14000US06037209810,"Census Tract 2098.10, Los Angeles, CA",30373,2636
14000US06037209820,"Census Tract 2098.20, Los Angeles, CA",31289,7712
14000US06037210010,"Census Tract 2100.10, Los Angeles, CA",31712,5392
14000US06037211000,"Census Tract 2110, Los Angeles, CA",127197,13744
14000US06037211120,"Census Tract 2111.20, Los Angeles, CA",52342,6525
14000US06037211121,"Census Tract 2111.21, Los Angeles, CA",48846,10190
14000US06037211122,"Census Tract 2111.22, Los Angeles, CA",50175,7105
14000US06037211201,"Census Tract 2112.01, Los Angeles, CA",44353,6604
14000US06037211202,"Census Tract 2112.02, Los Angeles, CA",41280,5834
14000US06037211310,"Census Tract 2113.10, Los Angeles, CA",42637,4051
14000US06037211320,"Census Tract 2113.20, Los Angeles, CA",31250,12504
14000US06037211410,"Census Tract 2114.10, Los Angeles, CA",43011,12648
14000US06037211420,"Census Tract 2114.20, Los Angeles, CA",44330,3832
14000US06037211500,"Census Tract 2115, Los Angeles, CA",66042,11804
14000US06037211701,"Census Tract 2117.01, Los Angeles, CA",75469,27713
14000US06037211703,"Census Tract 2117.03, Los Angeles, CA",52352,4698
14000US06037211704,"Census Tract 2117.04, Los Angeles, CA",43462,9709
14000US06037211802,"Census Tract 2118.02, Los Angeles, CA",43720,6392
14000US06037211803,"Census Tract 2118.03, Los Angeles, CA",53301,5935
14000US06037211804,"Census Tract 2118.04, Los Angeles, CA",41635,9624
14000US06037211910,"Census Tract 2119.10, Los Angeles, CA",46941,8635
14000US06037211921,"Census Tract 2119.21, Los Angeles, CA",35993,5691
14000US06037211922,"Census Tract 2119.22, Los Angeles, CA",49554,4875
14000US06037212101,"Census Tract 2121.01, Los Angeles, CA",51370,10420
14000US06037212102,"Census Tract 2121.02, Los Angeles, CA",27167,6495
14000US06037212202,"Census Tract 2122.02, Los Angeles, CA",39229,6592
14000US06037212203,"Census Tract 2122.03, Los Angeles, CA",27092,7035
14000US06037212204,"Census Tract 2122.04, Los Angeles, CA",34196,4158
14000US06037212303,"Census Tract 2123.03, Los Angeles, CA",41797,10009
14000US06037212304,"Census Tract 2123.04, Los Angeles, CA",30265,7334
14000US06037212305,"Census Tract 2123.05, Los Angeles, CA",37550,6474
14000US06037212306,"Census Tract 2123.06, Los Angeles, CA",40590,6157
14000US06037212410,"Census Tract 2124.10, Los Angeles, CA",46424,4272
14000US06037212420,"Census Tract 2124.20, Los Angeles, CA",40809,8867
14000US06037212501,"Census Tract 2125.01, Los Angeles, CA",39093,3744
14000US06037212502,"Census Tract 2125.02, Los Angeles, CA",47731,7564
14000US06037212610,"Census Tract 2126.10, Los Angeles, CA",43608,7339
14000US06037212620,"Census Tract 2126.20, Los Angeles, CA",43212,4457
14000US06037212701,"Census Tract 2127.01, Los Angeles, CA",47000,6074
14000US06037212702,"Census Tract 2127.02, Los Angeles, CA",73028,15437
14000US06037212800,"Census Tract 2128, Los Angeles, CA",49867,6412
14000US06037212900,"Census Tract 2129, Los Angeles, CA",43167,6527
14000US06037213100,"Census Tract 2131, Los Angeles, CA",44167,6951
14000US06037213201,"Census Tract 2132.01, Los Angeles, CA",32819,7418
14000US06037213202,"Census Tract 2132.02, Los Angeles, CA",38899,8107
14000US06037213310,"Census Tract 2133.10, Los Angeles, CA",48333,8689
14000US06037213320,"Census Tract 2133.20, Los Angeles, CA",26759,5685
14000US06037213401,"Census Tract 2134.01, Los Angeles, CA",33607,3640
14000US06037213402,"Census Tract 2134.02, Los Angeles, CA",42766,3047
14000US06037214000,"Census Tract 2140, Los Angeles, CA",120625,40013
14000US06037214100,"Census Tract 2141, Los Angeles, CA",100824,16381
14000US06037214400,"Census Tract 2144, Los Angeles, CA",77708,8085
14000US06037214501,"Census Tract 2145.01, Los Angeles, CA",87364,14558
14000US06037214502,"Census Tract 2145.02, Los Angeles, CA",60093,11468
14000US06037214503,"Census Tract 2145.03, Los Angeles, CA",75294,6995
14000US06037214600,"Census Tract 2146, Los Angeles, CA",102868,21717
14000US06037214700,"Census Tract 2147, Los Angeles, CA",96579,22232
14000US06037214800,"Census Tract 2148, Los Angeles, CA",108648,7053
14000US06037214901,"Census Tract 2149.01, Los Angeles, CA",71844,4486
14000US06037214902,"Census Tract 2149.02, Los Angeles, CA",84840,19390
14000US06037215101,"Census Tract 2151.01, Los Angeles, CA",67888,6375
14000US06037215102,"Census Tract 2151.02, Los Angeles, CA",69979,12062
14000US06037216100,"Census Tract 2161, Los Angeles, CA",104604,26712
14000US06037216200,"Census Tract 2162, Los Angeles, CA",88854,20279
14000US06037216300,"Census Tract 2163, Los Angeles, CA",94620,14287
14000US06037216401,"Census Tract 2164.01, Los Angeles, CA",75597,14920
14000US06037216402,"Census Tract 2164.02, Los Angeles, CA",75000,16894
14000US06037216700,"Census Tract 2167, Los Angeles, CA",79730,13310
14000US06037216800,"Census Tract 2168, Los Angeles, CA",91821,16812
14000US06037216900,"Census Tract 2169, Los Angeles, CA",89547,20184
14000US06037217001,"Census Tract 2170.01, Los Angeles, CA",87250,31195
14000US06037217002,"Census Tract 2170.02, Los Angeles, CA",87934,17133
14000US06037217100,"Census Tract 2171, Los Angeles, CA",67414,17306
14000US06037217200,"Census Tract 2172, Los Angeles, CA",69817,14025
14000US06037218110,"Census Tract 2181.10, Los Angeles, CA",44009,7686
14000US06037218120,"Census Tract 2181.20, Los Angeles, CA",36488,7219
14000US06037218210,"Census Tract 2182.10, Los Angeles, CA",35436,4656
14000US06037218220,"Census Tract 2182.20, Los Angeles, CA",49632,10359
14000US06037218300,"Census Tract 2183, Los Angeles, CA",53621,12060
14000US06037218400,"Census Tract 2184, Los Angeles, CA",64018,5397
14000US06037218500,"Census Tract 2185, Los Angeles, CA",44872,7522
14000US06037218600,"Census Tract 2186, Los Angeles, CA",51604,15167
14000US06037218701,"Census Tract 2187.01, Los Angeles, CA",49316,4507
14000US06037218702,"Census Tract 2187.02, Los Angeles, CA",38827,2699
14000US06037218800,"Census Tract 2188, Los Angeles, CA",46140,10227
14000US06037218900,"Census Tract 2189, Los Angeles, CA",41019,7592
14000US06037219010,"Census Tract 2190.10, Los Angeles, CA",54708,16829
14000US06037219020,"Census Tract 2190.20, Los Angeles, CA",59180,6037
14000US06037219300,"Census Tract 2193, Los Angeles, CA",43103,13689
14000US06037219500,"Census Tract 2195, Los Angeles, CA",77147,8828
14000US06037219700,"Census Tract 2197, Los Angeles, CA",50220,9376
14000US06037219800,"Census Tract 2198, Los Angeles, CA",43214,8268
14000US06037219901,"Census Tract 2199.01, Los Angeles, CA",39006,9342
14000US06037219902,"Census Tract 2199.02, Los Angeles, CA",49531,13082
14000US06037220000,"Census Tract 2200, Los Angeles, CA",42500,8396
14000US06037220100,"Census Tract 2201, Los Angeles, CA",40091,11441
14000US06037221110,"Census Tract 2211.10, Los Angeles, CA",34868,6340
14000US06037221120,"Census Tract 2211.20, Los Angeles, CA",38060,6410
14000US06037221210,"Census Tract 2212.10, Los Angeles, CA",50035,13337
14000US06037221220,"Census Tract 2212.20, Los Angeles, CA",43611,12066
14000US06037221302,"Census Tract 2213.02, Los Angeles, CA",37500,8738
14000US06037221303,"Census Tract 2213.03, Los Angeles, CA",39244,4757
14000US06037221304,"Census Tract 2213.04, Los Angeles, CA",43125,18519
14000US06037221401,"Census Tract 2214.01, Los Angeles, CA",24904,6002
14000US06037221402,"Census Tract 2214.02, Los Angeles, CA",37976,7743
14000US06037221500,"Census Tract 2215, Los Angeles, CA",29420,5731
14000US06037221601,"Census Tract 2216.01, Los Angeles, CA",45288,15784
14000US06037221602,"Census Tract 2216.02, Los Angeles, CA",36008,4189
14000US06037221710,"Census Tract 2217.10, Los Angeles, CA",39212,4056
14000US06037221810,"Census Tract 2218.10, Los Angeles, CA",25357,3285
14000US06037221820,"Census Tract 2218.20, Los Angeles, CA",12235,2899
14000US06037221900,"Census Tract 2219, Los Angeles, CA",17237,8026
14000US06037222001,"Census Tract 2220.01, Los Angeles, CA",71000,16550
14000US06037222002,"Census Tract 2220.02, Los Angeles, CA",48641,19705
14000US06037222100,"Census Tract 2221, Los Angeles, CA",53864,12608
14000US06037222200,"Census Tract 2222, Los Angeles, CA",40227,19507
14000US06037222500,"Census Tract 2225, Los Angeles, CA",56548,10016
14000US06037222600,"Census Tract 2226, Los Angeles, CA",28581,6120
14000US06037222700,"Census Tract 2227, Los Angeles, CA",9632,7616
14000US06037224010,"Census Tract 2240.10, Los Angeles, CA",28082,3055
14000US06037224020,"Census Tract 2240.20, Los Angeles, CA",27332,4038
14000US06037224200,"Census Tract 2242, Los Angeles, CA",31996,7067
14000US06037224310,"Census Tract 2243.10, Los Angeles, CA",36932,8700
14000US06037224320,"Census Tract 2243.20, Los Angeles, CA",28616,6145
14000US06037224410,"Census Tract 2244.10, Los Angeles, CA",26773,2302
14000US06037224420,"Census Tract 2244.20, Los Angeles, CA",24878,11538
14000US06037224600,"Census Tract 2246, Los Angeles, CA",46162,3495
14000US06037224700,"Census Tract 2247, Los Angeles, CA",11576,3918
14000US06037226001,"Census Tract 2260.01, Los Angeles, CA",34808,19921
14000US06037226002,"Census Tract 2260.02, Los Angeles, CA",37643,8292
14000US06037226410,"Census Tract 2264.10, Los Angeles, CA",40147,6029
14000US06037226420,"Census Tract 2264.20, Los Angeles, CA",44209,3916
14000US06037226700,"Census Tract 2267, Los Angeles, CA",40140,7386
14000US06037227010,"Census Tract 2270.10, Los Angeles, CA",48200,8255
14000US06037227020,"Census Tract 2270.20, Los Angeles, CA",47361,11084
14000US06037228100,"Census Tract 2281, Los Angeles, CA",47444,10593
14000US06037228210,"Census Tract 2282.10, Los Angeles, CA",35969,5318
14000US06037228220,"Census Tract 2282.20, Los Angeles, CA",43482,5301
14000US06037228310,"Census Tract 2283.10, Los Angeles, CA",44375,6552
14000US06037228320,"Census Tract 2283.20, Los Angeles, CA",43272,11745
14000US06037228410,"Census Tract 2284.10, Los Angeles, CA",41012,10344
14000US06037228420,"Census Tract 2284.20, Los Angeles, CA",38094,3081
14000US06037228500,"Census Tract 2285, Los Angeles, CA",33125,4184
14000US06037228600,"Census Tract 2286, Los Angeles, CA",48393,11506
14000US06037228710,"Census Tract 2287.10, Los Angeles, CA",31849,2234
14000US06037228720,"Census Tract 2287.20, Los Angeles, CA",38933,2942
14000US06037228800,"Census Tract 2288, Los Angeles, CA",41250,4566
14000US06037228900,"Census Tract 2289, Los Angeles, CA",23750,11147
14000US06037229100,"Census Tract 2291, Los Angeles, CA",46678,7374
14000US06037229200,"Census Tract 2292, Los Angeles, CA",41250,13739
14000US06037229300,"Census Tract 2293, Los Angeles, CA",37468,5270
14000US06037229410,"Census Tract 2294.10, Los Angeles, CA",34403,6662
14000US06037229420,"Census Tract 2294.20, Los Angeles, CA",42250,8345
14000US06037231100,"Census Tract 2311, Los Angeles, CA",31494,2249
14000US06037231210,"Census Tract 2312.10, Los Angeles, CA",32258,9174
14000US06037231220,"Census Tract 2312.20, Los Angeles, CA",29741,6921
14000US06037231300,"Census Tract 2313, Los Angeles, CA",49803,20697
14000US06037231400,"Census Tract 2314, Los Angeles, CA",41774,14301
14000US06037231500,"Census Tract 2315, Los Angeles, CA",48912,15253
14000US06037231600,"Census Tract 2316, Los Angeles, CA",45123,3312
14000US06037231710,"Census Tract 2317.10, Los Angeles, CA",26444,10289
14000US06037231720,"Census Tract 2317.20, Los Angeles, CA",36528,6653
14000US06037231800,"Census Tract 2318, Los Angeles, CA",36765,7667
14000US06037231900,"Census Tract 2319, Los Angeles, CA",33958,6695
14000US06037232110,"Census Tract 2321.10, Los Angeles, CA",33203,5804
14000US06037232120,"Census Tract 2321.20, Los Angeles, CA",37555,5980
14000US06037232200,"Census Tract 2322, Los Angeles, CA",43911,10212
14000US06037232300,"Census Tract 2323, Los Angeles, CA",58576,19663
14000US06037232400,"Census Tract 2324, Los Angeles, CA",46883,6195
14000US06037232500,"Census Tract 2325, Los Angeles, CA",55841,10590
14000US06037232600,"Census Tract 2326, Los Angeles, CA",42734,15287
14000US06037232700,"Census Tract 2327, Los Angeles, CA",38341,4990
14000US06037232800,"Census Tract 2328, Los Angeles, CA",33438,9156
14000US06037234000,"Census Tract 2340, Los Angeles, CA",54722,15350
14000US06037234200,"Census Tract 2342, Los Angeles, CA",76761,27402
14000US06037234300,"Census Tract 2343, Los Angeles, CA",45815,7624
14000US06037234501,"Census Tract 2345.01, Los Angeles, CA",54622,6038
14000US06037234502,"Census Tract 2345.02, Los Angeles, CA",33500,16135
14000US06037234600,"Census Tract 2346, Los Angeles, CA",55887,9564
14000US06037234700,"Census Tract 2347, Los Angeles, CA",40375,7902
14000US06037234800,"Census Tract 2348, Los Angeles, CA",58736,3189
14000US06037234901,"Census Tract 2349.01, Los Angeles, CA",22693,9231
14000US06037234902,"Census Tract 2349.02, Los Angeles, CA",23981,5049
14000US06037235100,"Census Tract 2351, Los Angeles, CA",87246,10278
14000US06037235201,"Census Tract 2352.01, Los Angeles, CA",45341,22469
14000US06037235202,"Census Tract 2352.02, Los Angeles, CA",31732,6611
14000US06037236000,"Census Tract 2360, Los Angeles, CA",90790,11568
14000US06037236100,"Census Tract 2361, Los Angeles, CA",30380,10664
14000US06037236202,"Census Tract 2362.02, Los Angeles, CA",29766,8359
14000US06037236203,"Census Tract 2362.03, Los Angeles, CA",30144,9916
14000US06037236204,"Census Tract 2362.04, Los Angeles, CA",23677,5539
14000US06037236400,"Census Tract 2364, Los Angeles, CA",66359,12295
14000US06037237101,"Census Tract 2371.01, Los Angeles, CA",33569,6439
14000US06037237102,"Census Tract 2371.02, Los Angeles, CA",37849,6187
14000US06037237201,"Census Tract 2372.01, Los Angeles, CA",44911,12151
14000US06037237202,"Census Tract 2372.02, Los Angeles, CA",38438,8306
14000US06037237300,"Census Tract 2373, Los Angeles, CA",45107,15838
14000US06037237401,"Census Tract 2374.01, Los Angeles, CA",41703,5527
14000US06037237402,"Census Tract 2374.02, Los Angeles, CA",45875,21890
14000US06037237500,"Census Tract 2375, Los Angeles, CA",32051,5414
14000US06037237600,"Census Tract 2376, Los Angeles, CA",32456,11942
14000US06037237710,"Census Tract 2377.10, Los Angeles, CA",36029,16132
14000US06037237720,"Census Tract 2377.20, Los Angeles, CA",33897,3516
14000US06037237800,"Census Tract 2378, Los Angeles, CA",48922,8243
14000US06037237900,"Census Tract 2379, Los Angeles, CA",51612,9476
14000US06037238000,"Census Tract 2380, Los Angeles, CA",61773,14122
14000US06037238100,"Census Tract 2381, Los Angeles, CA",48034,8469
14000US06037238200,"Census Tract 2382, Los Angeles, CA",45075,11155
14000US06037238310,"Census Tract 2383.10, Los Angeles, CA",26356,4332
14000US06037238320,"Census Tract 2383.20, Los Angeles, CA",34131,6853
14000US06037238400,"Census Tract 2384, Los Angeles, CA",54746,19300
